District,Event,Circle,Police Station,Caller Source,Event Type,Event Sub-Type,Date,Latitude,Longitude,Day,Month,WeekDay,Hour
LUCKNOW,P05062118490,C2,PS3,PHONE,Crime On Phone Mobile Social Media Internet,Abuse Men,05/06/2021 22:12:39,26.852,81.028,2021-06-05,6,7,22
LUCKNOW,P05062119815,C2,PS3,PHONE,Threat In Person,Threatening To Kill,05/06/2021 23:07:36,26.893,81.02,2021-06-05,6,7,23
LUCKNOW,P05062120070,C2,PS3,PHONE,Theft,Two Wheeler Vehicle,05/06/2021 23:21:24,26.922,81.05,2021-06-05,6,7,23
LUCKNOW,P05062120289,C2,PS3,PHONE,Suspicious Object Information,Information About Suspicious Object In Building/Campus/Location,05/06/2021 23:33:15,26.891,81.058,2021-06-05,6,7,23
LUCKNOW,P06062100599,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,06/06/2021 00:52:06,26.894,81.052,2021-06-06,6,1,0
LUCKNOW,P06062100786,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,06/06/2021 01:11:00,26.893,81.016,2021-06-06,6,1,1
LUCKNOW,P06062101476,C2,PS3,PHONE,Dispute,Other Dispute,06/06/2021 05:01:28,26.873,81.036,2021-06-06,6,1,5
LUCKNOW,P06062102266,C2,PS3,PHONE,Theft,Residential Building,06/06/2021 06:55:00,26.871,81.04,2021-06-06,6,1,6
LUCKNOW,P06062102373,C2,PS3,PHONE,Encroachment,Government Land,06/06/2021 07:03:26,26.876,81.019,2021-06-06,6,1,7
LUCKNOW,P06062103653,C2,PS3,PHONE,Threat In Person,Attack,06/06/2021 08:28:39,26.874,81.019,2021-06-06,6,1,8
LUCKNOW,P06062104638,C2,PS3,PHONE,Dispute,Dispute In Hospital,06/06/2021 09:19:30,26.879,81.051,2021-06-06,6,1,9
LUCKNOW,P06062104702,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,06/06/2021 09:22:39,26.885,81.037,2021-06-06,6,1,9
LUCKNOW,P06062105249,C2,PS3,PHONE,Robbery,On Road,06/06/2021 09:48:39,26.882,81.008,2021-06-06,6,1,9
LUCKNOW,P06062109138,C2,PS3,PHONE,Kidnap,Men Kidnap,06/06/2021 13:28:05,26.877,81.035,2021-06-06,6,1,13
LUCKNOW,P06062110525,C2,PS3,PHONE,Female Sexual Harrassment,Attempted Rape In Building Or Campus,06/06/2021 14:57:13,26.876,81.035,2021-06-06,6,1,14
LUCKNOW,P06062113595,C2,PS3,PHONE,Dispute,Money Transactions Dispute,06/06/2021 17:47:52,26.885,81.015,2021-06-06,6,1,17
LUCKNOW,P06062113697,C2,PS3,PHONE,Dispute,Other Dispute,06/06/2021 17:54:18,26.908,81.086,2021-06-06,6,1,17
LUCKNOW,P06062114827,C2,PS3,PHONE,Threat In Person,Threatening To Kill,06/06/2021 18:54:37,26.886,81.036,2021-06-06,6,1,18
LUCKNOW,P06062115252,C2,PS3,PHONE,Threat In Person,Threatening To Kill,06/06/2021 19:14:40,26.88,81.0,2021-06-06,6,1,19
LUCKNOW,P06062115869,C2,PS3,PHONE,Theft,Residential Building,06/06/2021 19:43:03,26.875,81.012,2021-06-06,6,1,19
LUCKNOW,P06062116245,C2,PS3,PHONE,Animals Related,Dangerous Animals/Dog Residential Area,06/06/2021 19:59:29,26.88,81.039,2021-06-06,6,1,19
LUCKNOW,P06062116359,C2,PS3,PHONE,Missing,Mobile,06/06/2021 20:04:35,26.898,81.051,2021-06-06,6,1,20
LUCKNOW,P06062116513,C2,PS3,PHONE,Threat In Person,Attack,06/06/2021 20:11:25,26.861,81.045,2021-06-06,6,1,20
LUCKNOW,P06062117199,C2,PS3,PHONE,Domestic Violence,Senior Citizen Abuse,06/06/2021 20:39:14,26.92,81.047,2021-06-06,6,1,20
LUCKNOW,P06062120049,C2,PS3,PHONE,Threat In Person,Threatening To Kill,06/06/2021 22:18:07,26.903,81.096,2021-06-06,6,1,22
LUCKNOW,P06062120634,C2,PS3,PHONE,Illegal Mining,Illegal Mining Land,06/06/2021 22:41:30,26.9,81.106,2021-06-06,6,1,22
LUCKNOW,P06062120840,C2,PS3,PHONE,Crime On Phone Mobile Social Media Internet,Abuse Women,06/06/2021 22:48:40,26.884,81.036,2021-06-06,6,1,22
LUCKNOW,P06062120885,C2,PS3,PHONE,Dispute,Other Dispute,06/06/2021 22:50:26,26.893,81.051,2021-06-06,6,1,22
LUCKNOW,P06062120904,C2,PS3,PHONE,Information Against Police,No Action Has Been Taken By Ps Incharge For Delivery Of Person Vehicle Goods By,06/06/2021 22:51:05,26.893,81.051,2021-06-06,6,1,22
LUCKNOW,P06062120980,C2,PS3,PHONE,Dispute,Other Dispute,06/06/2021 22:54:28,26.893,81.051,2021-06-06,6,1,22
LUCKNOW,P06062121121,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,06/06/2021 23:00:46,26.885,81.036,2021-06-06,6,1,23
LUCKNOW,P07062100311,C2,PS3,PHONE,Medium Fire,Electrical Equipment,07/06/2021 00:29:19,26.882,81.001,2021-06-07,6,2,0
LUCKNOW,P07062100371,C2,PS3,PHONE,Threat In Person,Attack,07/06/2021 00:35:06,26.87,81.034,2021-06-07,6,2,0
LUCKNOW,P07062100421,C2,PS3,PHONE,Threat In Person,Threatening To Kill,07/06/2021 00:38:42,26.873,81.036,2021-06-07,6,2,0
LUCKNOW,P07062100635,C2,PS3,PHONE,Dispute,Other Dispute,07/06/2021 01:11:15,26.867,81.057,2021-06-07,6,2,1
LUCKNOW,P07062105909,C2,PS3,PHONE,Medium Fire,Building Res Insti Auditorial Academic Professional Indus Storage Multiplex Etc,07/06/2021 10:41:52,26.859,81.026,2021-06-07,6,2,10
LUCKNOW,P07062106920,C2,PS3,PHONE,Dispute,Money Transactions Dispute,07/06/2021 11:46:04,26.875,81.011,2021-06-07,6,2,11
LUCKNOW,P07062107804,C2,PS3,PHONE,Threat In Person,Threatening To Kill,07/06/2021 12:42:50,26.883,81.079,2021-06-07,6,2,12
LUCKNOW,P07062109486,C2,PS3,PHONE,Threat In Person,Threatening To Kill,07/06/2021 14:39:08,26.874,81.026,2021-06-07,6,2,14
LUCKNOW,P07062109722,C2,PS3,PHONE,Excise Act Offenses,Iilegal Sale,07/06/2021 14:57:24,26.846,81.065,2021-06-07,6,2,14
LUCKNOW,P07062112402,C2,PS3,PHONE,Crime On Phone Mobile Social Media Internet,Threaten Men,07/06/2021 17:45:23,26.873,81.043,2021-06-07,6,2,17
LUCKNOW,P07062114416,C2,PS3,PHONE,Dispute,Dispute With Drunk Person,07/06/2021 19:29:59,26.876,81.089,2021-06-07,6,2,19
LUCKNOW,P07062114974,C2,PS3,PHONE,Dispute,Dispute With Drunk Person,07/06/2021 19:56:41,26.876,81.055,2021-06-07,6,2,19
LUCKNOW,P07062115263,C2,PS3,PHONE,Threat In Person,Attack,07/06/2021 20:10:19,26.836,81.065,2021-06-07,6,2,20
LUCKNOW,P07062117763,C2,PS3,PHONE,Dispute,Other Dispute,07/06/2021 21:38:06,26.874,81.027,2021-06-07,6,2,21
LUCKNOW,P07062117982,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,07/06/2021 21:45:09,26.874,81.019,2021-06-07,6,2,21
LUCKNOW,P07062118208,C2,PS3,PHONE,Threat In Person,Attack,07/06/2021 21:51:48,26.875,81.011,2021-06-07,6,2,21
LUCKNOW,P07062118820,C2,PS3,PHONE,Dispute,Other Dispute,07/06/2021 22:13:38,26.895,81.067,2021-06-07,6,2,22
LUCKNOW,P07062119474,C2,PS3,PHONE,Threat In Person,Threatening To Kill,07/06/2021 22:38:08,26.881,81.012,2021-06-07,6,2,22
LUCKNOW,P07062120132,C2,PS3,PHONE,Threat In Person,Threatening To Kill,07/06/2021 23:07:59,26.892,81.072,2021-06-07,6,2,23
LUCKNOW,P07062120213,C2,PS3,PHONE,Dispute,Other Dispute,07/06/2021 23:12:24,26.889,81.013,2021-06-07,6,2,23
LUCKNOW,P07062120757,C2,PS3,PHONE,Pollution,Pollution By Dj/Band/Cracker/Others Means,07/06/2021 23:42:34,26.875,81.036,2021-06-07,6,2,23
LUCKNOW,P08062100073,C2,PS3,PHONE,Dispute,Other Dispute,08/06/2021 00:05:26,26.877,81.035,2021-06-08,6,3,0
LUCKNOW,P08062100499,C2,PS3,PHONE,Dispute,Other Dispute,08/06/2021 00:49:08,26.855,81.04,2021-06-08,6,3,0
LUCKNOW,P08062101022,C2,PS3,PHONE,Crime On Phone Mobile Social Media Internet,Abuse Women,08/06/2021 02:36:54,26.864,81.046,2021-06-08,6,3,2
LUCKNOW,P08062102553,C2,PS3,PHONE,Missing,Mobile,08/06/2021 07:22:24,26.876,81.055,2021-06-08,6,3,7
LUCKNOW,P08062104044,C2,PS3,PHONE,Dispute,Other Dispute,08/06/2021 08:44:43,26.85,81.025,2021-06-08,6,3,8
LUCKNOW,P08062105493,C2,PS3,PHONE,Threat In Person,Attack,08/06/2021 10:01:32,26.905,81.038,2021-06-08,6,3,10
LUCKNOW,P08062105986,C2,PS3,PHONE,Threat In Person,Threatening To Kill,08/06/2021 10:30:18,26.876,81.055,2021-06-08,6,3,10
LUCKNOW,P08062106747,C2,PS3,PHONE,Domestic Violence,Beating Senior Citizen,08/06/2021 11:16:56,26.883,81.079,2021-06-08,6,3,11
LUCKNOW,P08062106815,C2,PS3,PHONE,Theft,Residential Building,08/06/2021 11:21:30,26.887,81.047,2021-06-08,6,3,11
LUCKNOW,P08062107710,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,08/06/2021 12:18:52,26.897,81.012,2021-06-08,6,3,12
LUCKNOW,P08062109226,C2,PS3,PHONE,Theft,Two Wheeler Vehicle,08/06/2021 13:58:27,26.887,81.059,2021-06-08,6,3,13
LUCKNOW,P08062109968,C2,PS3,PHONE,Dispute,Other Dispute,08/06/2021 14:47:50,26.842,81.074,2021-06-08,6,3,14
LUCKNOW,P08062110321,C2,PS3,PHONE,Female Sexual Harrassment,Prostitution,08/06/2021 15:10:06,26.854,81.034,2021-06-08,6,3,15
LUCKNOW,P08062110465,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,08/06/2021 15:20:29,26.874,81.041,2021-06-08,6,3,15
LUCKNOW,P08062111655,C2,PS3,PHONE,Dispute,Other Dispute,08/06/2021 16:31:03,26.845,81.066,2021-06-08,6,3,16
LUCKNOW,P08062113044,C2,PS3,PHONE,Dispute,Other Dispute,08/06/2021 17:55:19,26.882,81.008,2021-06-08,6,3,17
LUCKNOW,P08062113542,C2,PS3,PHONE,Property Disputes,Dispute Between Relatives,08/06/2021 18:24:15,26.851,81.066,2021-06-08,6,3,18
LUCKNOW,P08062115415,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,08/06/2021 19:51:53,26.901,81.058,2021-06-08,6,3,19
LUCKNOW,P08062116559,C2,PS3,PHONE,Encroachment,Government Land,08/06/2021 20:39:05,26.908,81.038,2021-06-08,6,3,20
LUCKNOW,P08062117444,C2,PS3,PHONE,Threat In Person,Threatening To Kill,08/06/2021 21:12:06,26.88,81.016,2021-06-08,6,3,21
LUCKNOW,P08062119285,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,08/06/2021 22:12:11,26.864,81.046,2021-06-08,6,3,22
LUCKNOW,P09062100139,C2,PS3,PHONE,Dispute,Money Transactions Dispute,09/06/2021 00:14:04,26.885,81.045,2021-06-09,6,4,0
LUCKNOW,P09062100319,C2,PS3,PHONE,Dispute,Dispute Between Ride And Driver,09/06/2021 00:31:54,26.883,81.046,2021-06-09,6,4,0
LUCKNOW,P09062100339,C2,PS3,PHONE,Medium Fire,Electrical Equipment,09/06/2021 00:34:55,26.876,81.055,2021-06-09,6,4,0
LUCKNOW,P09062100468,C2,PS3,PHONE,Threat In Person,Threatening To Kill,09/06/2021 00:50:50,26.886,81.072,2021-06-09,6,4,0
LUCKNOW,P09062100513,C2,PS3,PHONE,Domestic Violence,Beating Senior Citizen,09/06/2021 00:55:51,26.877,81.035,2021-06-09,6,4,0
LUCKNOW,P09062100541,C2,PS3,PHONE,Accident,Crash Between Heavy Vehicles,09/06/2021 00:59:13,26.893,81.073,2021-06-09,6,4,0
LUCKNOW,P09062100812,C2,PS3,PHONE,Threat In Person,Threatening To Kill,09/06/2021 01:45:46,26.886,81.072,2021-06-09,6,4,1
LUCKNOW,P09062103998,C2,PS3,PHONE,Theft,Residential Building,09/06/2021 09:01:34,26.881,81.049,2021-06-09,6,4,9
LUCKNOW,P09062105764,C2,PS3,PHONE,Information Against Police,Misbehavior By Ps Incharge,09/06/2021 10:40:14,26.886,81.045,2021-06-09,6,4,10
LUCKNOW,P09062105885,C2,PS3,PHONE,Property Disputes,Boundary Dispute,09/06/2021 10:46:41,26.873,81.085,2021-06-09,6,4,10
LUCKNOW,P09062106372,C2,PS3,PHONE,Theft,Other Location,09/06/2021 11:14:46,26.859,81.026,2021-06-09,6,4,11
LUCKNOW,P09062106593,C2,PS3,PHONE,Theft,Other Location,09/06/2021 11:28:28,26.876,81.055,2021-06-09,6,4,11
LUCKNOW,P09062106982,C2,PS3,PHONE,Theft,Business Establishment,09/06/2021 11:54:51,26.898,81.088,2021-06-09,6,4,11
LUCKNOW,P09062108131,C2,PS3,PHONE,Dispute,Other Dispute,09/06/2021 13:13:01,26.855,81.053,2021-06-09,6,4,13
LUCKNOW,P09062108463,C2,PS3,PHONE,Threat In Person,Attack,09/06/2021 13:36:07,26.897,81.011,2021-06-09,6,4,13
LUCKNOW,P09062108583,C2,PS3,PHONE,Property Disputes,Boundary Dispute,09/06/2021 13:44:31,26.883,81.079,2021-06-09,6,4,13
LUCKNOW,P09062108712,C2,PS3,PHONE,Dispute,Other Dispute,09/06/2021 13:54:56,26.854,81.04,2021-06-09,6,4,13
LUCKNOW,P09062108727,C2,PS3,PHONE,Information Against Police,Misbehavior By Prv,09/06/2021 13:56:10,26.854,81.04,2021-06-09,6,4,13
LUCKNOW,P09062111050,C2,PS3,PHONE,Dispute,Other Dispute,09/06/2021 16:30:50,26.853,81.04,2021-06-09,6,4,16
LUCKNOW,P09062114446,C2,PS3,PHONE,Found Deadbody,Male Dead Body,09/06/2021 19:36:18,26.875,81.033,2021-06-09,6,4,19
LUCKNOW,P09062115721,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,09/06/2021 20:33:46,26.89,81.064,2021-06-09,6,4,20
LUCKNOW,P09062116258,C2,PS3,PHONE,Threat In Person,Threatening To Kill,09/06/2021 20:54:50,26.861,81.04,2021-06-09,6,4,20
LUCKNOW,P09062116539,C2,PS3,PHONE,Dispute,Other Dispute,09/06/2021 21:05:40,26.877,81.035,2021-06-09,6,4,21
LUCKNOW,P09062119113,C2,PS3,PHONE,Threat In Person,Attack,09/06/2021 22:35:55,26.876,81.054,2021-06-09,6,4,22
LUCKNOW,P09062119396,C2,PS3,PHONE,Crime On Phone Mobile Social Media Internet,Abuse Men,09/06/2021 22:48:47,26.924,81.044,2021-06-09,6,4,22
LUCKNOW,P09062119784,C2,PS3,PHONE,Crime On Phone Mobile Social Media Internet,Threaten Women,09/06/2021 23:06:05,26.885,81.032,2021-06-09,6,4,23
LUCKNOW,P10062100141,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,10/06/2021 00:13:38,26.885,81.015,2021-06-10,6,5,0
LUCKNOW,P10062100176,C2,PS3,PHONE,Kidnap,Men Kidnap,10/06/2021 00:17:17,26.874,81.025,2021-06-10,6,5,0
LUCKNOW,P10062100372,C2,PS3,PHONE,Threat In Person,Attack,10/06/2021 00:36:28,26.88,81.039,2021-06-10,6,5,0
LUCKNOW,P10062100977,C2,PS3,PHONE,Dispute,Money Transactions Dispute,10/06/2021 03:02:53,26.893,81.073,2021-06-10,6,5,3
LUCKNOW,P10062101415,C2,PS3,PHONE,Information Against Police,Misbehavior By Ps Incharge,10/06/2021 05:56:50,26.885,81.037,2021-06-10,6,5,5
LUCKNOW,P10062102715,C2,PS3,PHONE,Dispute,Other Dispute,10/06/2021 07:55:44,26.893,81.044,2021-06-10,6,5,7
LUCKNOW,P10062105272,C2,PS3,PHONE,Dispute,Other Dispute,10/06/2021 10:21:07,26.851,81.066,2021-06-10,6,5,10
LUCKNOW,P10062105850,C2,PS3,PHONE,Traffic Jam,Due To Illegal Parking,10/06/2021 10:54:21,26.884,81.045,2021-06-10,6,5,10
LUCKNOW,P10062107081,C2,PS3,PHONE,Dispute,Money Transactions Dispute,10/06/2021 12:10:01,26.857,81.041,2021-06-10,6,5,12
LUCKNOW,P10062107276,C2,PS3,PHONE,Dispute,Other Dispute,10/06/2021 12:23:02,26.889,81.044,2021-06-10,6,5,12
LUCKNOW,P10062108053,C2,PS3,WhatsApp,Animals Related,Found Injured Animal,10/06/2021 13:09:53,26.883,81.045,2021-06-10,6,5,13
LUCKNOW,P10062108077,C2,PS3,PHONE,Female Sexual Harrassment,Teasing On Public Place,10/06/2021 13:11:19,26.885,81.037,2021-06-10,6,5,13
LUCKNOW,P10062108122,C2,PS3,PHONE,Dispute,Other Dispute,10/06/2021 13:14:47,26.846,81.065,2021-06-10,6,5,13
LUCKNOW,P10062108624,C2,PS3,PHONE,Dispute,Other Dispute,10/06/2021 13:47:54,26.864,81.037,2021-06-10,6,5,13
LUCKNOW,P10062109349,C2,PS3,PHONE,Dispute,Other Dispute,10/06/2021 14:36:45,26.857,81.043,2021-06-10,6,5,14
LUCKNOW,P10062109735,C2,PS3,PHONE,Dispute,With Neighbor,10/06/2021 15:04:38,26.877,81.055,2021-06-10,6,5,15
LUCKNOW,P10062110029,C2,PS3,PHONE,Dispute,Money Transactions Dispute,10/06/2021 15:24:42,26.882,81.006,2021-06-10,6,5,15
LUCKNOW,P10062112251,C2,PS3,PHONE,Animals Related,Found Injured Animal,10/06/2021 17:45:58,26.877,81.055,2021-06-10,6,5,17
LUCKNOW,P10062115536,C2,PS3,PHONE,Dispute,Other Dispute,10/06/2021 20:31:14,26.846,81.067,2021-06-10,6,5,20
LUCKNOW,P10062115916,C2,PS3,PHONE,Dispute,Other Dispute,10/06/2021 20:47:19,26.854,81.04,2021-06-10,6,5,20
LUCKNOW,P10062115918,C2,PS3,PHONE,Crime On Phone Mobile Social Media Internet,Obscene Message / Picture Post Of Men,10/06/2021 20:47:22,26.892,81.072,2021-06-10,6,5,20
LUCKNOW,P10062116031,C2,PS3,PHONE,Information Against Police,Prv Not Reached,10/06/2021 20:52:45,26.854,81.04,2021-06-10,6,5,20
LUCKNOW,P10062116819,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,10/06/2021 21:22:33,26.874,81.026,2021-06-10,6,5,21
LUCKNOW,P10062116953,C2,PS3,PHONE,Threat In Person,Threatening To Kill,10/06/2021 21:27:42,26.899,81.088,2021-06-10,6,5,21
LUCKNOW,P10062117039,C2,PS3,PHONE,Threat In Person,Threatening To Kill,10/06/2021 21:31:16,26.896,81.087,2021-06-10,6,5,21
LUCKNOW,P10062117251,C2,PS3,PHONE,Dispute,Other Dispute,10/06/2021 21:39:45,26.874,81.008,2021-06-10,6,5,21
LUCKNOW,P10062117318,C2,PS3,PHONE,Dispute,Other Dispute,10/06/2021 21:42:52,26.879,81.086,2021-06-10,6,5,21
LUCKNOW,P10062118083,C2,PS3,PHONE,Dispute,Other Dispute,10/06/2021 22:12:21,26.848,81.064,2021-06-10,6,5,22
LUCKNOW,P10062118833,C2,PS3,PHONE,Dispute,With Neighbor,10/06/2021 22:46:19,26.876,81.055,2021-06-10,6,5,22
LUCKNOW,P10062119933,C2,PS3,PHONE,Domestic Violence,Beating Senior Citizen,10/06/2021 23:59:48,26.896,81.089,2021-06-10,6,5,23
LUCKNOW,P11062100806,C2,PS3,PHONE,Suspicious Person Information,Information About Suspicious Person In Building/Campus/Place,11/06/2021 02:18:51,26.877,81.0,2021-06-11,6,6,2
LUCKNOW,P11062101040,C2,PS3,PHONE,Theft,Residential Building,11/06/2021 04:37:36,26.894,81.009,2021-06-11,6,6,4
LUCKNOW,P11062101057,C2,PS3,PHONE,Ndps Act Offenses,Iilegal Sale,11/06/2021 04:47:29,26.866,81.07,2021-06-11,6,6,4
LUCKNOW,P11062103127,C2,PS3,PHONE,Theft,Residential Building,11/06/2021 08:33:47,26.875,81.055,2021-06-11,6,6,8
LUCKNOW,P11062103856,C2,PS3,PHONE,Female Sexual Harrassment,Teasing In Building Or Premise,11/06/2021 09:14:07,26.876,81.054,2021-06-11,6,6,9
LUCKNOW,P11062103972,C2,PS3,PHONE,Threat In Person,Threatening To Kill,11/06/2021 09:20:09,26.888,81.088,2021-06-11,6,6,9
LUCKNOW,P11062104435,C2,PS3,PHONE,Threat In Person,Attack,11/06/2021 09:44:06,26.888,81.038,2021-06-11,6,6,9
LUCKNOW,P11062107215,C2,PS3,PHONE,Property Disputes,Dispute Between Relatives,11/06/2021 12:33:25,26.92,81.039,2021-06-11,6,6,12
LUCKNOW,P11062107581,C2,PS3,PHONE,Threat In Person,Attack,11/06/2021 12:58:42,26.932,81.04,2021-06-11,6,6,12
LUCKNOW,P11062110194,C2,PS3,PHONE,Property Disputes,Boundary Dispute,11/06/2021 15:58:36,26.922,81.05,2021-06-11,6,6,15
LUCKNOW,P11062110216,C2,PS3,PHONE,Information Against Police,Prv Has Taken Money From The Caller,11/06/2021 15:59:45,26.921,81.051,2021-06-11,6,6,15
LUCKNOW,P11062110317,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,11/06/2021 16:06:02,26.892,81.043,2021-06-11,6,6,16
LUCKNOW,P11062110451,C2,PS3,PHONE,Domestic Violence,Husband To Beat Wife,11/06/2021 16:14:26,26.886,81.035,2021-06-11,6,6,16
LUCKNOW,P11062113580,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,11/06/2021 19:15:04,26.881,81.045,2021-06-11,6,6,19
LUCKNOW,P11062113726,C2,PS3,PHONE,Gambling,Betting,11/06/2021 19:21:35,26.873,81.032,2021-06-11,6,6,19
LUCKNOW,P11062113757,C2,PS3,PHONE,Threat In Person,Attack,11/06/2021 19:23:30,26.849,81.066,2021-06-11,6,6,19
LUCKNOW,P11062114525,C2,PS3,PHONE,Female Harrassment,Misbehaviour With Child By Outsider,11/06/2021 20:04:26,26.855,81.053,2021-06-11,6,6,20
LUCKNOW,P11062114548,C2,PS3,PHONE,Medium Fire,Electrical Equipment,11/06/2021 20:05:30,26.882,81.045,2021-06-11,6,6,20
LUCKNOW,P11062114723,C2,PS3,PHONE,Theft,Residential Building,11/06/2021 20:13:29,26.855,81.04,2021-06-11,6,6,20
LUCKNOW,P11062116309,C2,PS3,PHONE,Theft,Other Location,11/06/2021 21:17:38,26.851,81.066,2021-06-11,6,6,21
LUCKNOW,P11062116409,C2,PS3,PHONE,Dispute,Dispute With Drunk Person,11/06/2021 21:21:03,26.886,81.036,2021-06-11,6,6,21
LUCKNOW,P11062116852,C2,PS3,PHONE,Threat In Person,Threatening To Kill,11/06/2021 21:37:25,26.845,81.066,2021-06-11,6,6,21
LUCKNOW,P11062116893,C2,PS3,PHONE,Threat In Person,Attack,11/06/2021 21:38:40,26.876,81.055,2021-06-11,6,6,21
LUCKNOW,P11062117153,C2,PS3,PHONE,Dispute,Dispute With Unknown Person,11/06/2021 21:47:41,26.854,81.021,2021-06-11,6,6,21
LUCKNOW,P11062117708,C2,PS3,PHONE,Threat In Person,Attack,11/06/2021 22:08:00,26.85,81.025,2021-06-11,6,6,22
LUCKNOW,P11062119020,C2,PS3,PHONE,Female Sexual Harrassment,Teasing On Public Place,11/06/2021 23:08:03,26.879,81.005,2021-06-11,6,6,23
LUCKNOW,P11062119215,C2,PS3,PHONE,Crime On Phone Mobile Social Media Internet,Abuse Men,11/06/2021 23:19:30,26.888,81.039,2021-06-11,6,6,23
LUCKNOW,P12062100383,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,12/06/2021 00:34:43,26.898,81.055,2021-06-12,6,7,0
LUCKNOW,P12062100910,C2,PS3,PHONE,Information Against Police,Misbehavior By Ps Incharge,12/06/2021 02:01:04,26.866,81.07,2021-06-12,6,7,2
LUCKNOW,P12062100969,C2,PS3,PHONE,Dispute,Other Dispute,12/06/2021 02:17:47,26.866,81.07,2021-06-12,6,7,2
LUCKNOW,P12062101083,C2,PS3,PHONE,Dispute,Other Dispute,12/06/2021 03:14:01,26.89,81.055,2021-06-12,6,7,3
LUCKNOW,P12062101121,C2,PS3,PHONE,Information Against Police,Misbehavior By Ps Incharge,12/06/2021 03:33:18,26.855,81.053,2021-06-12,6,7,3
LUCKNOW,P12062101122,C2,PS3,PHONE,Dispute,Other Dispute,12/06/2021 03:33:57,26.855,81.053,2021-06-12,6,7,3
LUCKNOW,P12062101192,C2,PS3,PHONE,Dispute,Other Dispute,12/06/2021 04:25:18,26.929,81.047,2021-06-12,6,7,4
LUCKNOW,P12062101557,C2,PS3,PHONE,Theft,Residential Building,12/06/2021 06:08:54,26.883,81.02,2021-06-12,6,7,6
LUCKNOW,P12062104797,C2,PS3,PHONE,Threat In Person,Attack,12/06/2021 09:38:24,26.892,81.072,2021-06-12,6,7,9
LUCKNOW,P12062105343,C2,PS3,PHONE,Threat In Person,Attack,12/06/2021 10:04:30,26.883,81.081,2021-06-12,6,7,10
LUCKNOW,P12062105761,C2,PS3,PHONE,Kidnap,Men Kidnap,12/06/2021 10:25:30,26.866,81.054,2021-06-12,6,7,10
LUCKNOW,P12062105780,C2,PS3,PHONE,Information Against Police,Misbehavior By Ps Incharge,12/06/2021 10:26:21,26.866,81.054,2021-06-12,6,7,10
LUCKNOW,P12062108144,C2,PS3,PHONE,Property Disputes,Boundary Dispute,12/06/2021 12:31:46,26.891,81.064,2021-06-12,6,7,12
LUCKNOW,P12062108912,C2,PS3,PHONE,Threat In Person,Attack,12/06/2021 13:17:03,26.875,81.014,2021-06-12,6,7,13
LUCKNOW,P12062109279,C2,PS3,PHONE,Gambling,Play Cards,12/06/2021 13:41:03,26.893,81.044,2021-06-12,6,7,13
LUCKNOW,P12062110580,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,12/06/2021 14:58:13,26.916,81.048,2021-06-12,6,7,14
LUCKNOW,P12062111916,C2,PS3,PHONE,Threat In Person,Threatening To Kill,12/06/2021 16:24:21,26.879,81.046,2021-06-12,6,7,16
LUCKNOW,P12062111939,C2,PS3,PHONE,Dispute,Dispute With Drunk Person,12/06/2021 16:25:57,26.881,81.046,2021-06-12,6,7,16
LUCKNOW,P12062112611,C2,PS3,PHONE,Dispute,Money Transactions Dispute,12/06/2021 17:06:42,26.876,81.055,2021-06-12,6,7,17
LUCKNOW,P12062112665,C2,PS3,PHONE,Dispute,Dispute With Drunk Person,12/06/2021 17:09:48,26.881,81.046,2021-06-12,6,7,17
LUCKNOW,P12062113562,C2,PS3,PHONE,Theft,Two Wheeler Vehicle,12/06/2021 18:03:27,26.874,81.017,2021-06-12,6,7,18
LUCKNOW,P12062113631,C2,PS3,PHONE,Encroachment,On Road,12/06/2021 18:06:47,26.873,81.085,2021-06-12,6,7,18
LUCKNOW,P12062113763,C2,PS3,PHONE,Domestic Violence,Family Dispute With Sr. Citizen,12/06/2021 18:13:50,26.877,81.036,2021-06-12,6,7,18
LUCKNOW,P12062114678,C2,PS3,PHONE,Gambling,Play Cards,12/06/2021 19:04:56,26.885,81.037,2021-06-12,6,7,19
LUCKNOW,P12062116569,C2,PS3,PHONE,Threat In Person,Threatening To Kill,12/06/2021 20:40:36,26.851,81.066,2021-06-12,6,7,20
LUCKNOW,P12062116761,C2,PS3,PHONE,Dispute,Dispute With Drunk Person,12/06/2021 20:49:19,26.893,81.073,2021-06-12,6,7,20
