Circle,Police Station,Event Type,Create Date/Time
C2,PS3,Theft,03-04-2021 11:45
C2,PS3,Domestic Violence,03-04-2021 11:56
C2,PS3,Dispute,03-04-2021 13:22
C2,PS3,Property Disputes,03-04-2021 13:33
C2,PS3,Domestic Violence,03-04-2021 15:07
C2,PS3,Domestic Violence,03-04-2021 16:41
C2,PS3,Dispute,03-04-2021 16:43
C2,PS3,Property Disputes,03-04-2021 17:01
C2,PS3,Information Against Police,03-04-2021 17:07
C2,PS3,Dispute,03-04-2021 17:48
C2,PS3,Theft,03-04-2021 18:20
C2,PS3,Dispute,03-04-2021 18:24
C2,PS3,Threat In Person,03-04-2021 18:43
C2,PS3,Crime On Phone Mobile Social Media Internet,03-04-2021 19:07
C2,PS3,Dispute,03-04-2021 22:54
C2,PS3,Dispute,03-04-2021 23:35
C2,PS3,Theft,03-04-2021 23:55
C2,PS3,Animals Related,04-04-2021 00:04
C2,PS3,Missing,04-04-2021 00:46
C2,PS3,Missing,04-04-2021 01:41
C2,PS3,Property Disputes,04-04-2021 10:14
C2,PS3,Missing,04-04-2021 10:18
C2,PS3,Information Against Police,04-04-2021 10:19
C2,PS3,Property Disputes,04-04-2021 10:34
C2,PS3,Missing,04-04-2021 10:50
C2,PS3,Missing,04-04-2021 10:56
C2,PS3,Dispute,04-04-2021 11:58
C2,PS3,Dispute,04-04-2021 12:03
C2,PS3,Dispute,04-04-2021 12:31
C2,PS3,Encroachment,04-04-2021 13:06
C2,PS3,Animals Related,04-04-2021 13:48
C2,PS3,Threat In Person,04-04-2021 14:15
C2,PS3,Dispute,04-04-2021 16:20
C2,PS3,Dispute,04-04-2021 16:23
C2,PS3,Domestic Violence,04-04-2021 16:33
C2,PS3,Theft,04-04-2021 17:07
C2,PS3,Domestic Violence,04-04-2021 17:27
C2,PS3,Encroachment,04-04-2021 18:19
C2,PS3,Female Sexual Harrassment,04-04-2021 19:06
C2,PS3,Theft,04-04-2021 19:11
C2,PS3,Theft,04-04-2021 19:29
C2,PS3,Information Against Police,04-04-2021 20:16
C2,PS3,Theft,04-04-2021 22:18
C2,PS3,Dispute,04-04-2021 22:19
C2,PS3,Information Against Police,04-04-2021 22:40
C2,PS3,Domestic Violence,04-04-2021 22:40
C2,PS3,Domestic Violence,04-04-2021 22:58
C2,PS3,Information Against Police,04-04-2021 23:02
C2,PS3,Threat In Person,04-04-2021 23:08
C2,PS3,Domestic Violence,04-04-2021 23:31
C2,PS3,Sos,04-04-2021 23:57
C2,PS3,Excise Act Offenses,05-04-2021 00:29
C2,PS3,Excise Act Offenses,05-04-2021 00:29
C2,PS3,Dacoity,05-04-2021 04:49
C2,PS3,Dispute,05-04-2021 11:05
C2,PS3,Dispute,05-04-2021 11:29
C2,PS3,Encroachment,05-04-2021 11:30
C2,PS3,Property Disputes,05-04-2021 11:45
C2,PS3,Traffic Jam,05-04-2021 12:56
C2,PS3,Dispute,05-04-2021 13:01
C2,PS3,Dispute,05-04-2021 13:01
C2,PS3,Dispute,05-04-2021 13:14
C2,PS3,Traffic Jam,05-04-2021 13:58
C2,PS3,Traffic Jam,05-04-2021 14:02
C2,PS3,Traffic Jam,05-04-2021 14:05
C2,PS3,Dispute,05-04-2021 15:33
C2,PS3,Traffic Jam,05-04-2021 15:57
C2,PS3,Traffic Jam,05-04-2021 16:36
C2,PS3,Traffic Jam,05-04-2021 17:09
C2,PS3,Traffic Jam,05-04-2021 17:41
C2,PS3,Traffic Jam,05-04-2021 17:45
C2,PS3,Traffic Jam,05-04-2021 17:58
C2,PS3,Dispute,05-04-2021 19:37
C2,PS3,Threat In Person,05-04-2021 20:38
C2,PS3,Property Disputes,05-04-2021 20:39
C2,PS3,Domestic Violence,05-04-2021 22:05
C2,PS3,Dispute,05-04-2021 22:07
C2,PS3,Dispute,05-04-2021 22:48
C2,PS3,Theft,05-04-2021 23:02
C2,PS3,Theft,05-04-2021 23:42
C2,PS3,Dispute,05-04-2021 23:53
C2,PS3,Dispute,06-04-2021 02:14
C2,PS3,Dispute,06-04-2021 07:41
C2,PS3,Dispute,06-04-2021 07:51
C2,PS3,Threat On Phone Email Social Media,06-04-2021 08:56
C2,PS3,Property Disputes,06-04-2021 09:12
C2,PS3,Domestic Violence,06-04-2021 10:31
C2,PS3,Dispute,06-04-2021 10:41
C2,PS3,Information Against Police,06-04-2021 10:43
C2,PS3,Encroachment,06-04-2021 11:22
C2,PS3,Medium Fire,06-04-2021 11:34
C2,PS3,Medium Fire,06-04-2021 11:36
C2,PS3,Medium Fire,06-04-2021 11:36
C2,PS3,Medium Fire,06-04-2021 11:38
C2,PS3,Encroachment,06-04-2021 11:40
C2,PS3,Medium Fire,06-04-2021 11:50
C2,PS3,Domestic Violence,06-04-2021 11:55
C2,PS3,Theft,06-04-2021 13:22
C2,PS3,Dispute,06-04-2021 13:31
C2,PS3,Dispute,06-04-2021 13:47
C2,PS3,Information Against Police,06-04-2021 14:52
C2,PS3,Domestic Violence,06-04-2021 14:54
C2,PS3,Dispute,06-04-2021 15:27
C2,PS3,Property Disputes,06-04-2021 17:25
C2,PS3,Dispute,06-04-2021 17:43
C2,PS3,Domestic Violence,06-04-2021 18:02
C2,PS3,Theft,06-04-2021 18:29
C2,PS3,Dispute,06-04-2021 19:37
C2,PS3,Theft,06-04-2021 19:50
C2,PS3,Domestic Violence,06-04-2021 21:02
C2,PS3,Threat In Person,06-04-2021 21:11
C2,PS3,Threat In Person,06-04-2021 21:34
C2,PS3,Dispute,06-04-2021 21:41
C2,PS3,Information Against Police,06-04-2021 22:16
C2,PS3,Domestic Violence,06-04-2021 22:39
C2,PS3,Theft,06-04-2021 23:07
C2,PS3,Theft,06-04-2021 23:13
C2,PS3,Threat In Person,06-04-2021 23:27
C2,PS3,Domestic Violence,06-04-2021 23:28
C2,PS3,Domestic Violence,06-04-2021 23:30
C2,PS3,Domestic Violence,07-04-2021 00:45
C2,PS3,Dispute,07-04-2021 07:50
C2,PS3,Dispute,07-04-2021 08:46
C2,PS3,Encroachment,07-04-2021 09:49
C2,PS3,Dispute,07-04-2021 11:23
C2,PS3,Dispute,07-04-2021 11:59
C2,PS3,Dispute,07-04-2021 12:45
C2,PS3,Dispute,07-04-2021 12:55
C2,PS3,Domestic Violence,07-04-2021 13:02
C2,PS3,Theft,07-04-2021 13:59
C2,PS3,Dispute,07-04-2021 14:05
C2,PS3,Threat In Person,07-04-2021 14:33
C2,PS3,Property Disputes,07-04-2021 16:44
C2,PS3,Threat In Person,07-04-2021 16:57
C2,PS3,Dispute,07-04-2021 17:03
C2,PS3,Pick Pocket,07-04-2021 17:58
C2,PS3,Robbery,07-04-2021 18:04
C2,PS3,Dispute,07-04-2021 18:12
C2,PS3,Dispute,07-04-2021 18:49
C2,PS3,Dispute,07-04-2021 19:20
C2,PS3,Female Sexual Harrassment,07-04-2021 20:18
C2,PS3,Threat In Person,07-04-2021 21:23
C2,PS3,Domestic Violence,07-04-2021 21:46
C2,PS3,Theft,07-04-2021 21:50
C2,PS3,Dispute,07-04-2021 22:01
C2,PS3,Dispute,07-04-2021 22:10
C2,PS3,Animals Related,07-04-2021 22:18
C2,PS3,Dispute,07-04-2021 22:20
C2,PS3,Dispute,07-04-2021 22:30
C2,PS3,Threat In Person,07-04-2021 22:45
C2,PS3,Dispute,07-04-2021 23:03
C2,PS3,Threat In Person,07-04-2021 23:07
C2,PS3,Female Sexual Harrassment,07-04-2021 23:08
C2,PS3,Female Sexual Harrassment,07-04-2021 23:08
C2,PS3,Crime On Phone Mobile Social Media Internet,07-04-2021 23:53
C2,PS3,Threat In Person,08-04-2021 00:55
C2,PS3,Dispute,08-04-2021 03:08
C2,PS3,Domestic Violence,08-04-2021 06:58
C2,PS3,Domestic Violence,08-04-2021 07:56
C2,PS3,Information Against Police,08-04-2021 09:15
C2,PS3,Suspicious Person Information,08-04-2021 09:50
C2,PS3,Encroachment,08-04-2021 10:33
C2,PS3,Encroachment,08-04-2021 12:07
C2,PS3,Property Disputes,08-04-2021 13:07
C2,PS3,Property Disputes,08-04-2021 13:37
C2,PS3,Threat In Person,08-04-2021 15:48
C2,PS3,Missing,08-04-2021 15:49
C2,PS3,Threat In Person,08-04-2021 16:54
C2,PS3,Dispute,08-04-2021 17:03
C2,PS3,Dispute,08-04-2021 17:03
C2,PS3,Dispute,08-04-2021 17:25
C2,PS3,Suspicious Person Information,08-04-2021 17:41
C2,PS3,Dispute,08-04-2021 20:03
C2,PS3,Crime On Phone Mobile Social Media Internet,08-04-2021 21:05
C2,PS3,Dispute,08-04-2021 21:11
C2,PS3,Dispute,08-04-2021 21:36
C2,PS3,Threat In Person,08-04-2021 21:52
C2,PS3,Threat In Person,08-04-2021 22:17
C2,PS3,Dispute,08-04-2021 22:32
C2,PS3,Domestic Violence,08-04-2021 22:32
C2,PS3,Threat In Person,08-04-2021 22:35
C2,PS3,Domestic Violence,08-04-2021 22:37
C2,PS3,Theft,08-04-2021 22:56
C2,PS3,Domestic Violence,08-04-2021 22:57
C2,PS3,Theft,08-04-2021 23:09
C2,PS3,Attempted Murder,09-04-2021 00:35
C2,PS3,Dispute,09-04-2021 03:10
C2,PS3,Domestic Violence,09-04-2021 08:21
C2,PS3,Dispute,09-04-2021 11:31
C2,PS3,Dispute,09-04-2021 13:16
C2,PS3,Dispute,09-04-2021 16:03
C2,PS3,Dispute,09-04-2021 16:11
C2,PS3,Female Sexual Harrassment,09-04-2021 16:40
C2,PS3,Sos,09-04-2021 18:08
C2,PS3,Domestic Violence,09-04-2021 18:45
C2,PS3,Suicide,09-04-2021 19:19
C2,PS3,Suicide,09-04-2021 19:20
C2,PS3,Robbery,09-04-2021 20:28
C2,PS3,Dispute,09-04-2021 20:30
C2,PS3,Dispute,09-04-2021 20:42
C2,PS3,Threat In Person,09-04-2021 21:12
C2,PS3,Theft,09-04-2021 22:57
C2,PS3,Dispute,09-04-2021 23:34
C2,PS3,Dispute,10-04-2021 00:10
C2,PS3,Dispute,10-04-2021 07:06
C2,PS3,Pollution,10-04-2021 08:47
C2,PS3,Property Disputes,10-04-2021 09:36
C2,PS3,Dispute,10-04-2021 10:42
C2,PS3,Dispute,10-04-2021 11:12
C2,PS3,Dispute,10-04-2021 12:19
C2,PS3,Theft,10-04-2021 13:09
C2,PS3,Dispute,10-04-2021 14:44
C2,PS3,Property Disputes,10-04-2021 14:44
C2,PS3,Threat In Person,10-04-2021 15:00
C2,PS3,Information Against Police,10-04-2021 15:50
C2,PS3,Dispute,10-04-2021 16:12
C2,PS3,Threat In Person,10-04-2021 16:34
C2,PS3,Theft,10-04-2021 17:10
C2,PS3,Dispute,10-04-2021 17:38
C2,PS3,Dispute,10-04-2021 18:19
C2,PS3,Threat In Person,10-04-2021 18:20
C2,PS3,Threat In Person,10-04-2021 18:43
C2,PS3,Dispute,10-04-2021 20:11
C2,PS3,Robbery,10-04-2021 20:25
C2,PS3,Robbery,10-04-2021 20:33
C2,PS3,Dispute,10-04-2021 21:09
C2,PS3,Theft,10-04-2021 21:25
C2,PS3,Threat In Person,10-04-2021 21:26
C2,PS3,Dispute,10-04-2021 21:47
C2,PS3,Dispute,10-04-2021 22:03
C2,PS3,Dispute,10-04-2021 22:05
C2,PS3,Domestic Violence,10-04-2021 22:28
C2,PS3,Dispute,11-04-2021 03:43
C2,PS3,Property Disputes,11-04-2021 08:50
C2,PS3,Robbery,11-04-2021 09:20
C2,PS3,Domestic Violence,11-04-2021 09:24
C2,PS3,Dispute,11-04-2021 09:42
C2,PS3,Gambling,11-04-2021 13:52
C2,PS3,Gambling,11-04-2021 14:25
C2,PS3,Missing,11-04-2021 15:34
C2,PS3,Information Against Police,11-04-2021 15:38
C2,PS3,Dispute,11-04-2021 15:49
C2,PS3,Dacoity,11-04-2021 16:39
C2,PS3,Theft,11-04-2021 17:31
C2,PS3,Cyber Crimes,11-04-2021 19:01
C2,PS3,Theft,11-04-2021 19:41
C2,PS3,Threat In Person,11-04-2021 19:47
C2,PS3,Domestic Violence,11-04-2021 20:13
C2,PS3,Threat In Person,11-04-2021 20:23
C2,PS3,Domestic Violence,11-04-2021 20:36
C2,PS3,Gambling,11-04-2021 20:40
C2,PS3,Threat In Person,11-04-2021 20:58
C2,PS3,Threat In Person,11-04-2021 21:06
C2,PS3,Dispute,11-04-2021 21:11
C2,PS3,Theft,11-04-2021 21:50
C2,PS3,Dispute,11-04-2021 22:17
C2,PS3,Threat In Person,11-04-2021 22:40
C2,PS3,Dispute,11-04-2021 22:49
C2,PS3,Crime On Phone Mobile Social Media Internet,11-04-2021 23:24
C2,PS3,Illegal Mining,11-04-2021 23:40
C2,PS3,Dispute,12-04-2021 05:04
C2,PS3,Domestic Violence,12-04-2021 07:02
C2,PS3,Theft,12-04-2021 08:59
C2,PS3,Domestic Violence,12-04-2021 09:22
C2,PS3,Dispute,12-04-2021 10:28
C2,PS3,Property Disputes,12-04-2021 12:29
C2,PS3,Domestic Violence,12-04-2021 13:13
C2,PS3,Dispute,12-04-2021 13:39
C2,PS3,Dispute,12-04-2021 14:38
C2,PS3,Dispute,12-04-2021 17:08
C2,PS3,Dispute,12-04-2021 18:13
C2,PS3,Dispute,12-04-2021 19:06
C2,PS3,Property Disputes,12-04-2021 20:01
C2,PS3,Dispute,12-04-2021 20:20
C2,PS3,Dispute,12-04-2021 20:37
C2,PS3,Robbery,12-04-2021 22:26
C2,PS3,Missing,13-04-2021 00:29
C2,PS3,Dispute,13-04-2021 00:30
C2,PS3,Information Against Police,13-04-2021 00:32
C2,PS3,Theft,13-04-2021 01:36
C2,PS3,Dispute,13-04-2021 02:03
C2,PS3,Dispute,13-04-2021 02:17
C2,PS3,Dispute,13-04-2021 02:39
C2,PS3,Dispute,13-04-2021 04:01
C2,PS3,Domestic Violence,13-04-2021 06:14
C2,PS3,Information Against Police,13-04-2021 07:24
C2,PS3,Dispute,13-04-2021 08:08
C2,PS3,Robbery,13-04-2021 08:11
C2,PS3,Domestic Violence,13-04-2021 09:55
C2,PS3,Property Disputes,13-04-2021 09:57
C2,PS3,Dispute,13-04-2021 12:28
C2,PS3,Dispute,13-04-2021 14:14
C2,PS3,Dispute,13-04-2021 19:35
C2,PS3,Dispute,13-04-2021 19:48
C2,PS3,Dispute,13-04-2021 21:22
C2,PS3,Dispute,13-04-2021 22:08
C2,PS3,Threat In Person,13-04-2021 22:19
C2,PS3,Threat In Person,13-04-2021 23:34
C2,PS3,Dispute,14-04-2021 00:18
C2,PS3,Information Against Police,14-04-2021 00:20
C2,PS3,Dispute,14-04-2021 00:33
C2,PS3,Dispute,14-04-2021 02:00
C2,PS3,Domestic Violence,14-04-2021 03:09
C2,PS3,Dispute,14-04-2021 06:57
C2,PS3,Animals Related,14-04-2021 09:03
C2,PS3,Dispute,14-04-2021 09:51
C2,PS3,Dispute,14-04-2021 10:52
C2,PS3,Dispute,14-04-2021 12:21
C2,PS3,Domestic Violence,14-04-2021 12:53
C2,PS3,Found Deadbody,14-04-2021 16:53
C2,PS3,Dispute,14-04-2021 17:06
C2,PS3,Property Disputes,14-04-2021 18:55
C2,PS3,Dispute,14-04-2021 19:48
C2,PS3,Differently Abled People,14-04-2021 20:03
C2,PS3,Differently Abled People,14-04-2021 20:11
C2,PS3,Theft,14-04-2021 20:13
C2,PS3,Theft,14-04-2021 20:33
C2,PS3,Information Against Police,14-04-2021 20:35
C2,PS3,Cyber Crimes,14-04-2021 22:14
C2,PS3,Dispute,14-04-2021 23:06
C2,PS3,Domestic Violence,14-04-2021 23:15
C2,PS3,Crime On Phone Mobile Social Media Internet,14-04-2021 23:24
C2,PS3,Domestic Violence,15-04-2021 01:50
C2,PS3,Domestic Violence,15-04-2021 05:28
C2,PS3,Found Deadbody,15-04-2021 05:30
C2,PS3,Threat In Person,15-04-2021 05:46
C2,PS3,Threat In Person,15-04-2021 05:49
C2,PS3,Threat In Person,15-04-2021 05:56
C2,PS3,Threat In Person,15-04-2021 06:09
C2,PS3,Missing,15-04-2021 09:19
C2,PS3,Domestic Violence,15-04-2021 10:16
C2,PS3,Threat In Person,15-04-2021 10:39
C2,PS3,Dispute,15-04-2021 11:04
C2,PS3,Dispute,15-04-2021 11:29
C2,PS3,Dispute,15-04-2021 11:40
C2,PS3,Dispute,15-04-2021 12:26
C2,PS3,Dispute,15-04-2021 13:37
C2,PS3,Threat In Person,15-04-2021 15:16
C2,PS3,Dispute,15-04-2021 17:09
C2,PS3,Information Against Police,15-04-2021 17:09
C2,PS3,Dispute,15-04-2021 17:21
C2,PS3,Information Against Police,15-04-2021 17:23
C2,PS3,Dispute,15-04-2021 18:16
C2,PS3,Threat In Person,15-04-2021 18:30
C2,PS3,Dispute,15-04-2021 20:38
C2,PS3,Threat In Person,15-04-2021 21:17
C2,PS3,Attempted Murder,15-04-2021 22:05
C2,PS3,Information Against Police,15-04-2021 22:07
C2,PS3,Dispute,15-04-2021 22:46
C2,PS3,Theft,16-04-2021 08:21
C2,PS3,Dispute,16-04-2021 09:50
C2,PS3,Sos,16-04-2021 10:16
C2,PS3,Threat In Person,16-04-2021 11:35
C2,PS3,Dispute,16-04-2021 12:00
C2,PS3,Crime On Phone Mobile Social Media Internet,16-04-2021 13:08
C2,PS3,Dispute,16-04-2021 13:32
C2,PS3,Dispute,16-04-2021 13:45
C2,PS3,Threat In Person,16-04-2021 16:05
C2,PS3,Threat In Person,16-04-2021 16:07
C2,PS3,Threat In Person,16-04-2021 19:19
C2,PS3,Dispute,16-04-2021 19:22
C2,PS3,Dispute,16-04-2021 19:44
C2,PS3,Domestic Violence,16-04-2021 19:45
C2,PS3,Dispute,16-04-2021 20:29
C2,PS3,Domestic Violence,16-04-2021 20:30
C2,PS3,Domestic Violence,16-04-2021 21:01
C2,PS3,Crime On Phone Mobile Social Media Internet,16-04-2021 21:55
C2,PS3,Pollution,16-04-2021 22:26
C2,PS3,Assault/Riot/Commotion,16-04-2021 22:46
C2,PS3,Domestic Violence,16-04-2021 22:51
C2,PS3,Domestic Violence,16-04-2021 22:52
C2,PS3,Dispute,16-04-2021 23:13
C2,PS3,Pollution,16-04-2021 23:56
C2,PS3,Dispute,17-04-2021 00:03
C2,PS3,Pollution,17-04-2021 00:22
C2,PS3,Threat In Person,17-04-2021 01:45
C2,PS3,Theft,17-04-2021 06:42
C2,PS3,Dispute,17-04-2021 09:47
C2,PS3,Property Disputes,17-04-2021 10:45
C2,PS3,Dispute,17-04-2021 12:23
C2,PS3,Dispute,17-04-2021 12:40
C2,PS3,Domestic Violence,17-04-2021 13:43
C2,PS3,Theft,17-04-2021 14:23
C2,PS3,Domestic Violence,17-04-2021 14:33
C2,PS3,Theft,17-04-2021 15:03
C2,PS3,Threat In Person,17-04-2021 15:13
C2,PS3,Theft,17-04-2021 16:12
C2,PS3,Found Deadbody,17-04-2021 16:14
C2,PS3,Sos,17-04-2021 16:26
C2,PS3,Dispute,17-04-2021 16:50
C2,PS3,Threat In Person,17-04-2021 17:24
C2,PS3,Threat In Person,17-04-2021 17:31
C2,PS3,Dispute,17-04-2021 18:09
C2,PS3,Dispute,17-04-2021 19:48
C2,PS3,Threat In Person,17-04-2021 20:03
C2,PS3,Female Sexual Harrassment,17-04-2021 20:21
C2,PS3,Suspicious Person Information,17-04-2021 20:39
C2,PS3,Domestic Violence,17-04-2021 21:28
C2,PS3,Robbery,17-04-2021 21:31
C2,PS3,Dispute,17-04-2021 23:18
C2,PS3,Theft,18-04-2021 05:19
C2,PS3,Forgery,18-04-2021 05:59
C2,PS3,Robbery,18-04-2021 07:06
C2,PS3,Threat In Person,18-04-2021 10:05
C2,PS3,Found Deadbody,18-04-2021 11:02
C2,PS3,Domestic Violence,18-04-2021 11:52
C2,PS3,Female Harrassment,18-04-2021 13:43
C2,PS3,Gambling,18-04-2021 13:46
C2,PS3,Gambling,18-04-2021 14:23
C2,PS3,Dispute,18-04-2021 14:52
C2,PS3,Domestic Violence,18-04-2021 15:08
C2,PS3,Domestic Violence,18-04-2021 15:46
C2,PS3,Gambling,18-04-2021 16:58
C2,PS3,Information Against Police,18-04-2021 16:59
C2,PS3,Theft,18-04-2021 17:54
C2,PS3,Dispute,18-04-2021 18:31
C2,PS3,Dispute,18-04-2021 20:16
C2,PS3,Dispute,18-04-2021 20:24
C2,PS3,Dispute,19-04-2021 06:50
C2,PS3,Dispute,19-04-2021 08:16
C2,PS3,Dispute,19-04-2021 08:52
C2,PS3,Theft,19-04-2021 10:56
C2,PS3,Gambling,19-04-2021 12:10
C2,PS3,Dispute,19-04-2021 12:49
C2,PS3,Dispute,19-04-2021 14:04
C2,PS3,Dispute,19-04-2021 14:22
C2,PS3,Information Against Police,19-04-2021 14:24
C2,PS3,Domestic Violence,19-04-2021 14:46
C2,PS3,Dispute,19-04-2021 14:48
C2,PS3,Dispute,19-04-2021 17:21
C2,PS3,Dispute,19-04-2021 19:23
C2,PS3,Domestic Violence,19-04-2021 21:09
C2,PS3,Pollution,19-04-2021 21:58
C2,PS3,Pollution,19-04-2021 22:09
C2,PS3,Dispute,19-04-2021 23:20
C2,PS3,Domestic Violence,19-04-2021 23:38
C2,PS3,Theft,20-04-2021 04:04
C2,PS3,Dispute,20-04-2021 11:00
C2,PS3,Dispute,20-04-2021 11:03
C2,PS3,Dispute,20-04-2021 11:18
C2,PS3,Dispute,20-04-2021 12:13
C2,PS3,Kidnap,20-04-2021 13:43
C2,PS3,Dispute,20-04-2021 14:33
C2,PS3,Dispute,20-04-2021 14:34
C2,PS3,Gambling,20-04-2021 14:39
C2,PS3,Theft,20-04-2021 14:43
C2,PS3,Gambling,20-04-2021 14:47
C2,PS3,Dispute,20-04-2021 15:08
C2,PS3,Property Disputes,20-04-2021 15:08
C2,PS3,Information Against Police,20-04-2021 15:09
C2,PS3,Dispute,20-04-2021 16:01
C2,PS3,Dispute,20-04-2021 16:30
C2,PS3,Dispute,20-04-2021 17:39
C2,PS3,Dispute,20-04-2021 18:50
C2,PS3,Female Harrassment,20-04-2021 19:18
C2,PS3,Dispute,20-04-2021 19:58
C2,PS3,Theft,20-04-2021 20:05
C2,PS3,Dispute,20-04-2021 20:05
C2,PS3,Excise Act Offenses,20-04-2021 20:12
C2,PS3,Domestic Violence,20-04-2021 20:40
C2,PS3,Dispute,20-04-2021 21:11
C2,PS3,Threat In Person,20-04-2021 22:23
C2,PS3,Dispute,21-04-2021 03:48
C2,PS3,Domestic Violence,21-04-2021 05:48
C2,PS3,Dispute,21-04-2021 07:39
C2,PS3,Domestic Violence,21-04-2021 07:48
C2,PS3,Dispute,21-04-2021 08:43
C2,PS3,Information Against Police,21-04-2021 08:44
C2,PS3,Dispute,21-04-2021 09:18
C2,PS3,Dispute,21-04-2021 09:28
C2,PS3,Encroachment,21-04-2021 09:45
C2,PS3,Female Harrassment,21-04-2021 09:54
C2,PS3,Dispute,21-04-2021 10:35
C2,PS3,Threat In Person,21-04-2021 11:42
C2,PS3,Threat In Person,21-04-2021 11:47
C2,PS3,Dispute,21-04-2021 12:30
C2,PS3,Information Against Police,21-04-2021 12:43
C2,PS3,Dispute,21-04-2021 12:44
C2,PS3,Sos,21-04-2021 14:30
C2,PS3,Information Against Other Government Departments,21-04-2021 16:00
C2,PS3,Information Against Police,21-04-2021 16:03
C2,PS3,Female Sexual Harrassment,21-04-2021 16:36
C2,PS3,Dispute,21-04-2021 17:59
C2,PS3,Found Deadbody,21-04-2021 18:36
C2,PS3,Dispute,21-04-2021 18:54
C2,PS3,Dispute,21-04-2021 19:57
C2,PS3,Dispute,21-04-2021 21:54
C2,PS3,Domestic Violence,21-04-2021 23:44
C2,PS3,Dispute,21-04-2021 23:46
C2,PS3,Pollution,22-04-2021 04:17
C2,PS3,Crime On Phone Mobile Social Media Internet,22-04-2021 09:03
C2,PS3,Domestic Violence,22-04-2021 09:09
C2,PS3,Dispute,22-04-2021 09:29
C2,PS3,Crime On Phone Mobile Social Media Internet,22-04-2021 10:02
C2,PS3,Threat In Person,22-04-2021 11:16
C2,PS3,Dispute,22-04-2021 11:30
C2,PS3,Crime On Phone Mobile Social Media Internet,22-04-2021 15:07
C2,PS3,Crime On Phone Mobile Social Media Internet,22-04-2021 15:12
C2,PS3,Dispute,22-04-2021 15:32
C2,PS3,Threat In Person,22-04-2021 15:58
C2,PS3,Theft,22-04-2021 16:05
C2,PS3,Dispute,22-04-2021 16:21
C2,PS3,Dispute,22-04-2021 16:25
C2,PS3,Domestic Violence,22-04-2021 17:57
C2,PS3,Dispute,22-04-2021 18:11
C2,PS3,Dispute,22-04-2021 19:38
C2,PS3,Threat In Person,22-04-2021 19:56
C2,PS3,Dispute,22-04-2021 20:26
C2,PS3,Domestic Violence,22-04-2021 21:38
C2,PS3,Dispute,22-04-2021 21:59
C2,PS3,Threat In Person,22-04-2021 22:58
C2,PS3,Female Sexual Harrassment,23-04-2021 00:47
C2,PS3,Dispute,23-04-2021 00:58
C2,PS3,Dispute,23-04-2021 04:32
C2,PS3,Dispute,23-04-2021 06:37
C2,PS3,Threat In Person,23-04-2021 11:21
C2,PS3,Crime On Phone Mobile Social Media Internet,23-04-2021 12:10
C2,PS3,Dispute,23-04-2021 12:11
C2,PS3,Threat In Person,23-04-2021 12:42
C2,PS3,Dispute,23-04-2021 12:58
C2,PS3,Theft,23-04-2021 13:06
C2,PS3,Dispute,23-04-2021 13:30
C2,PS3,Suspicious Person Information,23-04-2021 16:04
C2,PS3,Theft,23-04-2021 16:10
C2,PS3,Dispute,23-04-2021 16:25
C2,PS3,Robbery,23-04-2021 16:36
C2,PS3,Gambling,23-04-2021 17:34
C2,PS3,Gambling,23-04-2021 17:40
C2,PS3,Dispute,23-04-2021 17:46
C2,PS3,Threat In Person,23-04-2021 19:02
C2,PS3,Domestic Violence,23-04-2021 19:18
C2,PS3,Dispute,23-04-2021 20:08
C2,PS3,Dispute,23-04-2021 20:32
C2,PS3,Dispute,23-04-2021 21:23
C2,PS3,Domestic Violence,23-04-2021 21:49
C2,PS3,Female Sexual Harrassment,23-04-2021 21:53
C2,PS3,Domestic Violence,23-04-2021 21:59
C2,PS3,Domestic Violence,23-04-2021 22:14
C2,PS3,Dispute,23-04-2021 22:47
C2,PS3,Pollution,24-04-2021 00:05
C2,PS3,Dispute,24-04-2021 01:43
C2,PS3,Domestic Violence,24-04-2021 08:25
C2,PS3,Property Disputes,24-04-2021 08:50
C2,PS3,Pollution,24-04-2021 10:09
C2,PS3,Gambling,24-04-2021 13:02
C2,PS3,Domestic Violence,24-04-2021 13:17
C2,PS3,Sos,24-04-2021 13:43
C2,PS3,Dispute,24-04-2021 15:09
C2,PS3,Threat In Person,24-04-2021 15:11
C2,PS3,Threat In Person,24-04-2021 16:46
C2,PS3,Dispute,24-04-2021 17:13
C2,PS3,Crime On Phone Mobile Social Media Internet,24-04-2021 18:38
C2,PS3,Threat In Person,24-04-2021 19:08
C2,PS3,Domestic Violence,24-04-2021 19:20
C2,PS3,Dispute,24-04-2021 19:56
C2,PS3,Small Fire,24-04-2021 21:06
C2,PS3,Domestic Violence,24-04-2021 23:51
C2,PS3,Threat In Person,25-04-2021 00:12
C2,PS3,Suspicious Person Information,25-04-2021 00:57
C2,PS3,Information Against Police,25-04-2021 11:45
C2,PS3,Domestic Violence,25-04-2021 12:06
C2,PS3,Gambling,25-04-2021 12:51
C2,PS3,Dispute,25-04-2021 18:05
C2,PS3,Dispute,25-04-2021 18:32
C2,PS3,Dispute,25-04-2021 18:45
C2,PS3,Animals Related,25-04-2021 19:29
C2,PS3,Pollution,25-04-2021 19:36
C2,PS3,Dispute,25-04-2021 19:43
C2,PS3,Suicide,25-04-2021 20:07
C2,PS3,Threat On Phone Email Social Media,25-04-2021 21:24
C2,PS3,Missing,26-04-2021 00:10
C2,PS3,Threat In Person,26-04-2021 00:20
